ts_code,name,market,list_date,m_fee,c_fee,issue_amount,benchmark,invest_type,industry,cleaned_benchmark_name,benchmark_code
017218.OF,鹏华汽车产业A,O,,1.2,0.2,0.2299,中证汽车指数收益率*30%+中证智能汽车主题指数收益率*20%+中证新能源汽车指数收益率*20%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,科技,中证汽车指数,
017219.OF,鹏华汽车产业C,O,,1.2,0.2,0.096,中证汽车指数收益率*30%+中证智能汽车主题指数收益率*20%+中证新能源汽车指数收益率*20%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,科技,中证汽车指数,
018104.OF,易方达中证港股通消费主题联接C,O,,0.15,0.05,0.0003,中证港股通消费主题指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,消费,中证港股通消费主题指数(使用估值汇率折算),
018103.OF,易方达中证港股通消费主题联接A,O,,0.15,0.05,0.1006,中证港股通消费主题指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,被动指数型,消费,中证港股通消费主题指数(使用估值汇率折算),
017876.OF,汇添富新能源精选A,O,,1.2,0.2,3.1438,中证新能源指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+中债综合指数收益率*10%,混合型,科技,中证新能源指数,
017877.OF,汇添富新能源精选C,O,,1.2,0.2,0.5657,中证新能源指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+中债综合指数收益率*10%,混合型,科技,中证新能源指数,
017604.OF,华夏中证生物科技主题联接A,O,,0.5,0.1,0.1029,中证生物科技主题指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,中证生物科技主题指数,
017605.OF,华夏中证生物科技主题联接C,O,,0.5,0.1,0.0372,中证生物科技主题指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,中证生物科技主题指数,
017937.OF,易方达中证医疗联接A,O,,0.15,0.05,0.1005,中证医疗指数收益率*95%+活期存款利率(税后)*5%,被动指数型,医疗,中证医疗指数,
017938.OF,易方达中证医疗联接C,O,,0.15,0.05,0.0005,中证医疗指数收益率*95%+活期存款利率(税后)*5%,被动指数型,医疗,中证医疗指数,
016702.OF,银华海外数字经济量化选股C,O,,1.2,0.2,0.0015,中证香港美国上市中美科技指数收益率(经估值汇率调整)*85%+人民币活期存款利率(税后)*15%,混合型,科技,中证香港美国上市中美科技指数(经估值汇率调整),
016701.OF,银华海外数字经济量化选股A,O,,1.2,0.2,0.1006,中证香港美国上市中美科技指数收益率(经估值汇率调整)*85%+人民币活期存款利率(税后)*15%,混合型,科技,中证香港美国上市中美科技指数(经估值汇率调整),
017894.OF,汇添富纳斯达克生物科技联接A,O,,0.5,0.15,0.1471,经人民币汇率调整的纳斯达克生物科技指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,经人民币汇率调整的纳斯达克生物科技指数,
017952.OF,汇添富纳斯达克生物科技联接美元现钞,O,,0.5,0.15,,经人民币汇率调整的纳斯达克生物科技指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,经人民币汇率调整的纳斯达克生物科技指数,
017895.OF,汇添富纳斯达克生物科技联接C,O,,0.5,0.15,0.015,经人民币汇率调整的纳斯达克生物科技指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,经人民币汇率调整的纳斯达克生物科技指数,
017951.OF,汇添富纳斯达克生物科技联接美元现汇,O,,0.5,0.15,0.0001,经人民币汇率调整的纳斯达克生物科技指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,经人民币汇率调整的纳斯达克生物科技指数,
018076.OF,光大健康优加C,O,,1.2,0.2,,中证医药卫生指数收益率*50%+中证内地消费主题指数收益率*20%+中证全债指数收益率*20%+恒生指数收益率*10%,混合型,医疗,中证医药卫生指数,
017968.OF,华富科技动能C,O,,1.2,0.2,,中证800指数收益率*75%+中证综合债券指数收益率*25%,混合型,科技,中证800指数,
017773.OF,大成消费主题C,O,,1.2,0.2,,中证内地消费主题指数*80%+中证综合债券指数*20%,混合型,消费,中证内地消费主题指数,
015735.OF,红塔红土信息产业精选C,O,,1.2,0.2,0.001,中证全指信息技术指数收益率*90%+中债综合财富(总值)指数收益率*10%,股票型,科技,中证全指信息技术指数,
015734.OF,红塔红土信息产业精选A,O,,1.2,0.2,0.1,中证全指信息技术指数收益率*90%+中债综合财富(总值)指数收益率*10%,股票型,科技,中证全指信息技术指数,
017915.OF,中海消费主题精选C,O,,1.2,0.2,,中证内地消费指数涨跌幅*80%+中国债券总指数涨跌幅*20%,混合型,消费,中证内地消费指数涨跌幅,
017921.OF,中海医疗保健C,O,,1.2,0.2,,中证医药卫生指数收益率*80%+中证全债指数收益率*20%,股票型,医疗,中证医药卫生指数,
018010.OF,长盛电子信息产业C,O,,1.2,0.2,,中证信息技术指数收益率*80%+中证综合债指数收益率*20%,混合型,科技,中证信息技术指数,
018009.OF,长盛医疗行业C,O,,1.2,0.2,,中证全指医药卫生指数收益率*80%+中证综合债指数收益率*20%,股票型,医疗,中证全指医药卫生指数,
017967.OF,华富新能源C,O,,1.2,0.2,,中证新能源指数收益率*80%+中证全债指数收益率*15%+中证港股通能源综合指数收益率*5%,股票型,科技,中证新能源指数,
012482.OF,泓德医疗创新C,O,,1.2,0.2,0.0025,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率(经汇率调整后)*20%+中国债券综合全价指数收益率*20%,混合型,医疗,中证医药卫生指数,
012481.OF,泓德医疗创新A,O,,1.2,0.2,0.1088,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率(经汇率调整后)*20%+中国债券综合全价指数收益率*20%,混合型,医疗,中证医药卫生指数,
017720.OF,华夏消费臻选C,O,,1.2,0.2,0.0316,中证内地消费主题指数收益率*65%+中债综合(全价)指数收益率*20%+中证港股通综合指数(人民币)收益率*15%,混合型,消费,中证内地消费主题指数,
017719.OF,华夏消费臻选A,O,,1.2,0.2,0.1336,中证内地消费主题指数收益率*65%+中债综合(全价)指数收益率*20%+中证港股通综合指数(人民币)收益率*15%,混合型,消费,中证内地消费主题指数,
017900.OF,鹏华医药科技C,O,,1.2,0.2,,中证医药卫生指数收益率*80%+中债总指数收益率*20%,股票型,医疗,中证医药卫生指数,
016007.OF,招商中证消费电子主题联接A,O,,0.5,0.1,1.1702,中证消费电子主题指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,被动指数型,消费,中证消费电子主题指数,931104.CSI
016008.OF,招商中证消费电子主题联接C,O,,0.5,0.1,0.8523,中证消费电子主题指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,被动指数型,消费,中证消费电子主题指数,931104.CSI
017870.OF,光大消费主题C,O,,1.2,0.2,,中证内地消费主题指数收益率*80%+中证全债指数收益率*10%+中证港股通主要消费综合指数收益率*5%+中证港股通可选消费综合指数收益率*5%,股票型,消费,中证内地消费主题指数,
016378.OF,太平消费升级一年持有A,O,,1.2,0.2,2.0058,中证内地消费主题指数收益率*65%+中债综合财富(总值)指数收益率*25%+中证港股通大消费主题指数收益率*10%,混合型,消费,中证内地消费主题指数,
016379.OF,太平消费升级一年持有C,O,,1.2,0.2,0.1598,中证内地消费主题指数收益率*65%+中债综合财富(总值)指数收益率*25%+中证港股通大消费主题指数收益率*10%,混合型,消费,中证内地消费主题指数,
017112.OF,嘉实优享生活A,O,,1.2,0.2,3.3597,中证内地消费主题指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,混合型,消费,中证内地消费主题指数,
017113.OF,嘉实优享生活C,O,,1.2,0.2,0.7559,中证内地消费主题指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,混合型,消费,中证内地消费主题指数,
017663.OF,泓德汽车产业升级A,O,,1.2,0.2,0.1002,中证新能源汽车指数收益率*40%+中证智能汽车主题指数收益率*30%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,混合型,科技,中证新能源汽车指数,
017664.OF,泓德汽车产业升级C,O,,1.2,0.2,0.0008,中证新能源汽车指数收益率*40%+中证智能汽车主题指数收益率*30%+中国债券综合全价指数收益率*20%+中证港股通综合指数收益率*10%,混合型,科技,中证新能源汽车指数,
017633.OF,汇添富中证全指医疗器械联接C,O,,0.15,0.05,0.0002,中证全指医疗器械指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
017634.OF,汇添富中证全指医疗器械联接D,O,,0.15,0.05,0.0,中证全指医疗器械指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
017632.OF,汇添富中证全指医疗器械联接A,O,,0.15,0.05,0.1028,中证全指医疗器械指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
017559.OF,华安上证科创板芯片联接A,O,,0.15,0.05,0.1002,上证科创板芯片指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
017560.OF,华安上证科创板芯片联接C,O,,0.15,0.05,0.0027,上证科创板芯片指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
017571.OF,华夏中证新能源联接A,O,,0.5,0.1,0.1092,中证新能源指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源指数,
017572.OF,华夏中证新能源联接C,O,,0.5,0.1,0.0103,中证新能源指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源指数,
017628.OF,华商计算机行业量化C,O,,1.2,0.2,,中信计算机指数收益率*80%+中证全债指数收益率*20%,股票型,科技,中信计算机指数,
017034.OF,中信建投科技主题6个月持有A,O,,1.2,0.2,4.5193,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,混合型,科技,中证800指数,
017035.OF,中信建投科技主题6个月持有C,O,,1.2,0.2,2.321,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,混合型,科技,中证800指数,
017093.OF,景顺长城纳斯达克科技市值加权联接C,O,,0.8,0.2,0.0007,纳斯达克科技市值加权指数收益率(使用估值汇率调整)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,纳斯达克科技市值加权指数(使用估值汇率调整),
017092.OF,景顺长城纳斯达克科技市值加权联接A美元现汇,O,,0.8,0.2,0.0,纳斯达克科技市值加权指数收益率(使用估值汇率调整)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,纳斯达克科技市值加权指数(使用估值汇率调整),
017091.OF,景顺长城纳斯达克科技市值加权联接A,O,,0.8,0.2,0.1007,纳斯达克科技市值加权指数收益率(使用估值汇率调整)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,纳斯达克科技市值加权指数(使用估值汇率调整),
016503.OF,永赢新兴消费智选C,O,,1.2,0.1,0.0024,中证全指主要消费指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,消费,中证全指主要消费指数,
016550.OF,永赢消费龙头智选C,O,,1.2,0.05,0.0043,中证消费龙头指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,消费,中证消费龙头指数,
016549.OF,永赢消费龙头智选A,O,,1.2,0.05,0.101,中证消费龙头指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,消费,中证消费龙头指数,
016502.OF,永赢新兴消费智选A,O,,1.2,0.1,0.1002,中证全指主要消费指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,消费,中证全指主要消费指数,
017469.OF,嘉实上证科创板芯片联接A,O,,0.5,0.1,0.1152,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
017470.OF,嘉实上证科创板芯片联接C,O,,0.5,0.1,0.0011,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
017075.OF,宝盈半导体产业A,O,,1.2,0.2,0.219,中证半导体产业指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+商业银行人民币活期存款利率(税后)*20%,混合型,科技,中证半导体产业指数,
017076.OF,宝盈半导体产业C,O,,1.2,0.2,0.0632,中证半导体产业指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+商业银行人民币活期存款利率(税后)*20%,混合型,科技,中证半导体产业指数,
016385.OF,永赢消费鑫选6个月持有C,O,,1.2,0.2,1.042,中证消费服务领先指数收益率*65%+中债-综合指数(全价)收益率*20%+恒生指数收益率(按估值汇率折算)*15%,混合型,消费,中证消费服务领先指数,
016384.OF,永赢消费鑫选6个月持有A,O,,1.2,0.2,1.0208,中证消费服务领先指数收益率*65%+中债-综合指数(全价)收益率*20%+恒生指数收益率(按估值汇率折算)*15%,混合型,消费,中证消费服务领先指数,
016756.OF,中加医疗创新A,O,,1.2,0.2,0.1768,中证医药卫生指数收益率*70%+1年期定期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,混合型,医疗,中证医药卫生指数,
016757.OF,中加医疗创新C,O,,1.2,0.2,0.0572,中证医药卫生指数收益率*70%+1年期定期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,混合型,医疗,中证医药卫生指数,
015904.OF,广发新能源精选A,O,,1.2,0.2,3.7962,中证新能源指数收益率*75%+中证全债指数收益率*15%+人民币计价的恒生能源行业指数收益率*10%,股票型,科技,中证新能源指数,
015905.OF,广发新能源精选C,O,,1.2,0.2,4.9988,中证新能源指数收益率*75%+中证全债指数收益率*15%+人民币计价的恒生能源行业指数收益率*10%,股票型,科技,中证新能源指数,
015820.OF,宝盈中证沪港深科技龙头A,O,,0.5,0.1,0.1433,中证沪港深科技龙头指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数,
015821.OF,宝盈中证沪港深科技龙头C,O,,0.5,0.1,0.0708,中证沪港深科技龙头指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数,
017073.OF,嘉实清洁能源A,O,,1.2,0.2,0.1035,中证新能源指数收益率*50%+恒生沪深港清洁能源指数收益率(经汇率调整)*35%+中债综合财富指数收益率*15%,股票型,科技,中证新能源指数,
016970.OF,华夏恒生生物科技联接A,O,,0.5,0.15,0.1553,恒生生物科技指数收益率(使用估值汇率折算)*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,恒生生物科技指数(使用估值汇率折算),
015915.OF,永赢医药创新智选A,O,,1.2,0.05,0.1042,中证医药卫生指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,医疗,中证医药卫生指数,
016971.OF,华夏恒生生物科技联接C,O,,0.5,0.15,0.0622,恒生生物科技指数收益率(使用估值汇率折算)*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,恒生生物科技指数(使用估值汇率折算),
017074.OF,嘉实清洁能源C,O,,1.2,0.2,0.0004,中证新能源指数收益率*50%+恒生沪深港清洁能源指数收益率(经汇率调整)*35%+中债综合财富指数收益率*15%,股票型,科技,中证新能源指数,
015916.OF,永赢医药创新智选C,O,,1.2,0.05,0.0074,中证医药卫生指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,医疗,中证医药卫生指数,
017186.OF,国泰国证疫苗与生物科技联接C,O,,0.5,0.1,0.0,国证疫苗与生物科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
017185.OF,国泰国证疫苗与生物科技联接A,O,,0.5,0.1,0.1,国证疫苗与生物科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
016288.OF,大成消费机遇C,O,,1.2,0.2,0.3558,中证内地消费主题指数收益率*80%+恒生综合指数收益率(使用估值汇率调整)*10%+中债综合全价(总值)指数收益率*10%,混合型,消费,中证内地消费主题指数,
016287.OF,大成消费机遇A,O,,1.2,0.2,2.2462,中证内地消费主题指数收益率*80%+恒生综合指数收益率(使用估值汇率调整)*10%+中债综合全价(总值)指数收益率*10%,混合型,消费,中证内地消费主题指数,
017210.OF,国泰君安科技创新精选三个月持有C,O,,1.2,0.2,0.05,中国战略新兴产业综合指数收益率*90%+中债新综合财富(总值)指数收益率*10%,股票型,科技,中国战略新兴产业综合指数,
017209.OF,国泰君安科技创新精选三个月持有A,O,,1.2,0.2,0.1001,中国战略新兴产业综合指数收益率*90%+中债新综合财富(总值)指数收益率*10%,股票型,科技,中国战略新兴产业综合指数,
016159.OF,汇添富数字经济核心产业一年持有D,O,,1.2,0.2,0.0043,中证文体指数收益率*20%+中证TMT产业主题指数收益率*20%+中证消费服务领先指数收益率*20%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,混合型,消费,中证文体指数,
016158.OF,汇添富数字经济核心产业一年持有C,O,,1.2,0.2,0.0752,中证文体指数收益率*20%+中证TMT产业主题指数收益率*20%+中证消费服务领先指数收益率*20%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,混合型,消费,中证文体指数,
016157.OF,汇添富数字经济核心产业一年持有A,O,,1.2,0.2,2.1282,中证文体指数收益率*20%+中证TMT产业主题指数收益率*20%+中证消费服务领先指数收益率*20%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,混合型,消费,中证文体指数,
015885.OF,中欧港股数字经济C,O,,1.2,0.2,0.0579,恒生科技指数收益率*80%+银行活期存款利率(税后)*20%,混合型,科技,恒生科技指数,
015884.OF,中欧港股数字经济A,O,,1.2,0.2,0.1392,恒生科技指数收益率*80%+银行活期存款利率(税后)*20%,混合型,科技,恒生科技指数,
015145.OF,同泰新能源优选1年持有A,O,,1.2,0.2,1.6763,中证新能源产业指数收益率*60%+恒生能源业指数收益率*25%+中债综合全价(总值)指数收益率*15%,股票型,科技,中证新能源产业指数,
015146.OF,同泰新能源优选1年持有C,O,,1.2,0.2,0.3564,中证新能源产业指数收益率*60%+恒生能源业指数收益率*25%+中债综合全价(总值)指数收益率*15%,股票型,科技,中证新能源产业指数,
016591.OF,富国汽车智选C,O,,1.2,0.2,0.4466,中证新能源汽车指数收益率*40%+中证全指汽车行业指数收益率*30%+中信港股通汽车指数收益率*15%+中债综合全价指数收益率*15%,混合型,科技,中证新能源汽车指数,
016590.OF,富国汽车智选A,O,,1.2,0.2,6.0118,中证新能源汽车指数收益率*40%+中证全指汽车行业指数收益率*30%+中信港股通汽车指数收益率*15%+中债综合全价指数收益率*15%,混合型,科技,中证新能源汽车指数,
015538.OF,红塔红土新能源主题精选C,O,,1.2,0.2,2.1602,中证新能源指数收益率*90%+中债综合财富(总值)指数收益率*10%,股票型,科技,中证新能源指数,
015537.OF,红塔红土新能源主题精选A,O,,1.2,0.2,0.1092,中证新能源指数收益率*90%+中债综合财富(总值)指数收益率*10%,股票型,科技,中证新能源指数,
015417.OF,泰康中证新能源动力电池C,O,,0.5,0.1,1.9345,中证新能源动力电池主题指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源动力电池主题指数,
015416.OF,泰康中证新能源动力电池A,O,,0.5,0.1,0.2822,中证新能源动力电池主题指数收益率*95%+金融机构人民币活期存款利率(税后)*5%,被动指数型,科技,中证新能源动力电池主题指数,
016351.OF,招商碳中和主题C,O,,1.2,0.2,0.8448,中证新能源指数收益率*70%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*10%,混合型,科技,中证新能源指数,
016350.OF,招商碳中和主题A,O,,1.2,0.2,4.7548,中证新能源指数收益率*70%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*10%,混合型,科技,中证新能源指数,
015967.OF,永赢半导体产业智选A,O,,1.2,0.05,0.1021,中证全指半导体产品与设备指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,科技,中证全指半导体产品与设备指数,
015968.OF,永赢半导体产业智选C,O,,1.2,0.05,0.0056,中证全指半导体产品与设备指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,混合型,科技,中证全指半导体产品与设备指数,
012571.OF,建信恒生科技指数C,O,,0.8,0.2,0.0091,人民币计价的恒生科技指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,人民币计价的恒生科技指数,
012570.OF,建信恒生科技指数A,O,,0.8,0.2,0.1151,人民币计价的恒生科技指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,人民币计价的恒生科技指数,
016500.OF,华夏半导体龙头A,O,,1.2,0.2,0.1174,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,混合型,科技,中证全指半导体产品与设备指数,
016501.OF,华夏半导体龙头C,O,,1.2,0.2,0.0332,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,混合型,科技,中证全指半导体产品与设备指数,
016225.OF,申万菱信中证内地新能源主题联接A,O,,0.5,0.1,0.1298,中证内地新能源主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证内地新能源主题指数,
016226.OF,申万菱信中证内地新能源主题联接C,O,,0.5,0.1,0.0906,中证内地新能源主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证内地新能源主题指数,
016355.OF,华夏国证疫苗与生物科技A,O,,0.5,0.1,0.3223,国证疫苗与生物科技指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
016356.OF,华夏国证疫苗与生物科技C,O,,0.5,0.1,0.6821,国证疫苗与生物科技指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
016352.OF,建信高端医疗C,O,,1.2,0.2,,中证医药卫生指数收益率*80%+中债综合全价(总值)指数收益率*20%,股票型,医疗,中证医药卫生指数,
016494.OF,农银汇理新能源主题C,O,,1.2,0.2,,中证新能源指数*65%+中证全债指数*35%,灵活配置型,科技,中证新能源指数,
016495.OF,景顺长城中证港股通科技联接A,O,,0.5,0.1,0.1,中证港股通科技指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(使用估值汇率折算),
016496.OF,景顺长城中证港股通科技联接C,O,,0.5,0.1,0.0039,中证港股通科技指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(使用估值汇率折算),
015571.OF,创金合信医药优选3个月持有C,O,,1.2,0.2,0.3943,中证医药卫生指数收益率*65%+人民币活期存款利率(税后)*20%+中证港股通综合指数收益率*15%,混合型,医疗,中证医药卫生指数,
015570.OF,创金合信医药优选3个月持有A,O,,1.2,0.2,2.2372,中证医药卫生指数收益率*65%+人民币活期存款利率(税后)*20%+中证港股通综合指数收益率*15%,混合型,医疗,中证医药卫生指数,
014147.OF,景顺长城港股通数字经济主题C,O,,1.2,0.2,1.6131,恒生互联网科技业指数收益率(使用估值汇率折算)*65%+中债综合全价(总值)指数收益率*20%+中证800指数收益率*15%,混合型,科技,恒生互联网科技业指数(使用估值汇率折算),
015310.OF,华泰柏瑞南方东英恒生科技联接A,O,,0.2,0.1,0.8477,恒生科技指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(使用估值汇率折算),
014146.OF,景顺长城港股通数字经济主题A,O,,1.2,0.2,0.7338,恒生互联网科技业指数收益率(使用估值汇率折算)*65%+中债综合全价(总值)指数收益率*20%+中证800指数收益率*15%,混合型,科技,恒生互联网科技业指数(使用估值汇率折算),
015311.OF,华泰柏瑞南方东英恒生科技联接C,O,,0.2,0.1,1.8548,恒生科技指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(使用估值汇率折算),
016470.OF,广发纳斯达克生物科技C人民币,O,,0.8,0.2,,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,被动指数型,医疗,人民币计价的纳斯达克生物科技指数,
016471.OF,广发纳斯达克生物科技C美元,O,,0.8,0.2,,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,被动指数型,医疗,人民币计价的纳斯达克生物科技指数,
015732.OF,尚正新能源产业A,O,,1.2,0.2,0.3843,中证新能源指数收益率*60%+中证全债指数收益率*30%+中证港股通能源综合指数收益率(人民币)*10%,混合型,科技,中证新能源指数,
015733.OF,尚正新能源产业C,O,,1.2,0.2,2.0764,中证新能源指数收益率*60%+中证全债指数收益率*30%+中证港股通能源综合指数收益率(人民币)*10%,混合型,科技,中证新能源指数,
016155.OF,鹏扬消费行业A,O,,1.2,0.2,0.4035,中证内地消费主题指数收益率*65%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*15%,混合型,消费,中证内地消费主题指数,
016156.OF,鹏扬消费行业C,O,,1.2,0.2,0.6265,中证内地消费主题指数收益率*65%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*15%,混合型,消费,中证内地消费主题指数,
016349.OF,景顺长城国证新能源车电池联接D,O,,0.5,0.1,,国证新能源车电池指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,国证新能源车电池指数,
015696.OF,农银汇理绿色能源精选,O,,1.2,0.2,6.4666,中证新能源指数收益率*75%+中证全债指数收益率*25%,混合型,科技,中证新能源指数,
014433.OF,国泰智享科技1个月滚动A,O,,1.2,0.2,0.1105,中证TMT产业主题指数收益率*70%+中债综合指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,混合型,科技,中证TMT产业主题指数,
014434.OF,国泰智享科技1个月滚动C,O,,1.2,0.2,0.0006,中证TMT产业主题指数收益率*70%+中债综合指数收益率*20%+中证港股通综合指数(人民币)收益率*10%,混合型,科技,中证TMT产业主题指数,
015708.OF,安信新能源主题C,O,,1.2,0.2,0.1512,中证新能源指数收益率*80%+中债综合(全价)指数收益率*15%+恒生综合指数收益率(经汇率调整后)*5%,股票型,科技,中证新能源指数,
016067.OF,鹏华新能源汽车A,O,,1.2,0.2,26.5143,中证新能源汽车指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,科技,中证新能源汽车指数,
015707.OF,安信新能源主题A,O,,1.2,0.2,0.2049,中证新能源指数收益率*80%+中债综合(全价)指数收益率*15%+恒生综合指数收益率(经汇率调整后)*5%,股票型,科技,中证新能源指数,
016068.OF,鹏华新能源汽车C,O,,1.2,0.2,5.0916,中证新能源汽车指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),混合型,科技,中证新能源汽车指数,
014957.OF,华富消费成长A,O,,1.2,0.2,5.7389,中证内地消费主题指数收益率*75%+中证全债指数收益率*15%+中证港股通消费主题指数收益率*10%,股票型,消费,中证内地消费主题指数,
014958.OF,华富消费成长C,O,,1.2,0.2,2.0187,中证内地消费主题指数收益率*75%+中证全债指数收益率*15%+中证港股通消费主题指数收益率*10%,股票型,消费,中证内地消费主题指数,
016280.OF,广发全球医疗保健C人民币,O,,0.8,0.2,,人民币计价的标普全球1200医疗保健指数收益率,被动指数型,医疗,人民币计价的标普全球1200医疗保健指数,
016281.OF,广发全球医疗保健C美元,O,,0.8,0.2,,人民币计价的标普全球1200医疗保健指数收益率,被动指数型,医疗,人民币计价的标普全球1200医疗保健指数,
015894.OF,平安中证消费电子主题联接A,O,,0.5,0.1,0.159,中证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,中证消费电子主题指数,931104.CSI
